timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1, whisker2, whisker3, motor1, motor2, motor3, motor4, laserHeight, laserFront, laserBack, laserUp, laserLeft, laserRight
16478, 0.022405313327908516, -0.07123322784900665, 0.5277059078216553, 0.21285094320774078, 0.002982091624289751, 0.09236743301153183, 0, 0, 0, 53210.0, 49436.0, 51653.0, 51219.0, 521.0, 517.0, 77.0, 32766.0, 1401.0, 1223.0
16488, 0.02576606720685959, -0.07394997775554657, 0.5286389589309692, 0.21648815274238586, -0.0005808128044009209, 0.09484153985977173, 0, 0, 0, 53202.0, 48930.0, 50544.0, 52442.0, 521.0, 517.0, 77.0, 32766.0, 1404.0, 1223.0
16498, 0.027892425656318665, -0.07398197054862976, 0.5263846516609192, 0.21783669292926788, -0.00016843168123159558, 0.07770045846700668, 0, 0, 0, 53256.0, 46701.0, 51219.0, 52996.0, 521.0, 517.0, 77.0, 32766.0, 1404.0, 32766.0
16508, 0.029770836234092712, -0.07977583259344101, 0.5271534323692322, 0.21868158876895905, -0.008270747028291225, 0.07590139657258987, 0, 0, 0, 53718.0, 48510.0, 51832.0, 51930.0, 522.0, 517.0, 77.0, 32766.0, 1404.0, 32766.0
16518, 0.033490948379039764, -0.0785428136587143, 0.5279173851013184, 0.222147136926651, -0.005806122440844774, 0.07750622928142548, 0, 0, 0, 54131.0, 49541.0, 51462.0, 50931.0, 522.0, 517.0, 77.0, 32766.0, 1404.0, 32766.0
16528, 0.03238939493894577, -0.07516589015722275, 0.5286800861358643, 0.21831800043582916, -0.000164536148076877, 0.07354135066270828, 0, 0, 0, 54025.0, 50884.0, 51690.0, 49972.0, 522.0, 517.0, 77.0, 32766.0, 1404.0, 32766.0
16538, 0.03457752987742424, -0.0751643180847168, 0.5294355154037476, 0.21930408477783203, 0.0004797796718776226, 0.07754741609096527, 0, 0, 0, 56862.0, 47316.0, 48180.0, 53290.0, 522.0, 517.0, 77.0, 32766.0, 1404.0, 32766.0
16548, 0.036745794117450714, -0.07518263161182404, 0.5276222229003906, 0.22004419565200806, 0.0011040003737434745, 0.06849989295005798, 0, 0, 0, 53465.0, 50160.0, 51883.0, 50920.0, 524.0, 517.0, 77.0, 32766.0, 1404.0, 32766.0
16558, 0.042685043066740036, -0.08019275963306427, 0.5282890796661377, 0.2263471931219101, -0.00565933296456933, 0.06608928740024567, 0, 0, 0, 54151.0, 52776.0, 51881.0, 48316.0, 524.0, 517.0, 77.0, 32766.0, 1404.0, 32766.0
16568, 0.04879416152834892, -0.07912237197160721, 0.5289714932441711, 0.23276595771312714, -0.0034253806807100773, 0.07188133150339127, 0, 0, 0, 54664.0, 46228.0, 50599.0, 54780.0, 524.0, 519.0, 77.0, 32766.0, 1404.0, 32766.0
