timeTick, stateX, stateY, stateZ, stateVX, stateVY, stateVZ, whisker1_1, whisker1_2, whisker1_3, whisker2_1, whisker2_2, whisker2_3, yaw, laserFront
475821, -1.5569604635238647, -2.0268561840057373, 0.008389217779040337, 0.011491372250020504, 0.022511271759867668, -0.00098508782684803, 157404.59375, 120306.5234375, 157527.390625, 156774.203125, 146359.6875, 156078.015625, -0.566851794719696, 324.0
475841, -1.5569756031036377, -2.0268704891204834, 0.00837703701108694, 0.011342152021825314, 0.022398831322789192, -0.0009505929192528129, 157408.421875, 120302.84375, 157533.15625, 156779.203125, 146354.109375, 156079.1875, -0.566851794719696, 324.0
475861, -1.5569998025894165, -2.026951551437378, 0.008376377634704113, 0.011427314952015877, 0.02234639972448349, -0.0010076735634356737, 157402.671875, 120304.3046875, 157533.15625, 156771.703125, 146355.890625, 156071.15625, -0.5764304995536804, 313.0
475881, -1.5569547414779663, -2.0268733501434326, 0.008367780596017838, 0.01177279744297266, 0.022801434621214867, -0.0011242369655519724, 157406.515625, 120310.2421875, 157529.3125, 156776.125, 146345.625, 156075.53125, -0.576796293258667, 313.0
475902, -1.557035207748413, -2.02701735496521, 0.008363884873688221, 0.011550692841410637, 0.022469935938715935, -0.0008569605415686965, 157404.59375, 120305.796875, 157533.15625, 156765.359375, 146353.4375, 156085.46875, -0.5785385966300964, 313.0
475922, -1.556931972503662, -2.0268521308898926, 0.008359826169908047, 0.0119022810831666, 0.0228332057595253, -0.0002893708006013185, 157408.421875, 120307.2890625, 157529.3125, 156771.703125, 146354.109375, 156084.171875, -0.5773622989654541, 313.0
475941, -1.5569521188735962, -2.0268867015838623, 0.008379642851650715, 0.011894011870026588, 0.022646747529506683, -6.391492206603289e-05, 157406.515625, 120313.2265625, 157529.3125, 156774.203125, 146351.65625, 156076.703125, -0.5761842727661133, 313.0
475962, -1.5569740533828735, -2.026947259902954, 0.008406256325542927, 0.012052889913320541, 0.022755680605769157, 0.0001385558134643361, 157406.515625, 120302.84375, 157531.234375, 156773.640625, 146350.984375, 156078.609375, -0.5769815444946289, 322.0
475981, -1.5569171905517578, -2.026860237121582, 0.008398613892495632, 0.012345229275524616, 0.023237362504005432, 0.00011454989726189524, 157406.515625, 120305.0625, 157529.3125, 156767.28125, 146349.859375, 156079.921875, -0.581447184085846, 322.0
476001, -1.55692720413208, -2.0268898010253906, 0.008415250107645988, 0.012315040454268456, 0.023016592487692833, 0.0001267453480977565, 157402.671875, 120301.3515625, 157529.3125, 156767.28125, 146351.65625, 156078.609375, -0.5826019048690796, 322.0
476021, -1.5569828748703003, -2.027024030685425, 0.008434438146650791, 0.012060834094882011, 0.022538796067237854, 8.352645090781152e-05, 157404.59375, 120307.2890625, 157531.234375, 156769.21875, 146351.65625, 156074.21875, -0.5816319584846497, 322.0
476041, -1.5569536685943604, -2.0269439220428467, 0.008419671095907688, 0.011859969235956669, 0.022955644875764847, 8.228612568927929e-05, 157406.515625, 120303.5703125, 157529.3125, 156764.796875, 146344.28125, 156069.84375, -0.5882729887962341, 322.0
476063, -1.5569541454315186, -2.0269572734832764, 0.008424111641943455, 0.012130960822105408, 0.022973956540226936, 0.00020204545580781996, 157406.515625, 120303.5703125, 157529.3125, 156771.140625, 146353.4375, 156076.125, -0.5881479978561401, 325.0
476081, -1.556959629058838, -2.0269827842712402, 0.008450075052678585, 0.011973503045737743, 0.0227524284273386, 0.0004795192799065262, 157406.515625, 120307.2890625, 157531.234375, 156769.21875, 146350.3125, 156078.609375, -0.5930986404418945, 325.0
476101, -1.5569310188293457, -2.026902675628662, 0.008436874486505985, 0.011736494489014149, 0.023094702512025833, 0.00024253492301795632, 157406.515625, 120311.734375, 157533.15625, 156776.125, 146347.40625, 156077.296875, -0.5912942886352539, 325.0
476121, -1.556955337524414, -2.026947021484375, 0.0084388367831707, 0.011532317847013474, 0.02286294661462307, 3.184799788868986e-05, 157408.421875, 120307.2890625, 157529.3125, 156776.125, 146347.40625, 156077.296875, -0.5879637002944946, 325.0
476142, -1.5569604635238647, -2.026942491531372, 0.008431617170572281, 0.011332543566823006, 0.02298179641366005, -0.00023587964824400842, 157406.515625, 120307.2890625, 157531.234375, 156771.140625, 146340.03125, 156083.578125, -0.5882163643836975, 325.0
476163, -1.5569064617156982, -2.0268468856811523, 0.00845374446362257, 0.011453215964138508, 0.02348509058356285, -0.0005667440709657967, 157402.671875, 120305.0625, 157533.15625, 156776.703125, 146341.15625, 156068.671875, -0.5895458459854126, 314.0
476181, -1.5569632053375244, -2.0268914699554443, 0.008425368927419186, 0.01126514095813036, 0.023361284285783768, -0.0005041084950789809, 157408.421875, 120304.3046875, 157533.15625, 156766.71875, 146347.40625, 156076.703125, -0.5882723331451416, 314.0
476202, -1.5569229125976562, -2.026804208755493, 0.008415412157773972, 0.0113420020788908, 0.023490862920880318, -0.0006233889725990593, 157406.515625, 120302.84375, 157533.15625, 156777.28125, 146347.40625, 156073.640625, -0.5874107480049133, 314.0
476223, -1.5569508075714111, -2.026883125305176, 0.008436660282313824, 0.01120771560817957, 0.02303629368543625, -0.00047691332292743027, 157406.515625, 120296.171875, 157527.390625, 156777.28125, 146347.40625, 156073.640625, -0.5854628086090088, 314.0
476241, -1.5569974184036255, -2.0269293785095215, 0.008416867814958096, 0.010865330696105957, 0.02300591953098774, -0.0005137535044923425, 157404.59375, 120305.796875, 157531.234375, 156774.78125, 146354.109375, 156066.171875, -0.5857608318328857, 314.0
476262, -1.556956171989441, -2.0268394947052, 0.008422127924859524, 0.011137650348246098, 0.023043697699904442, -0.0003660367801785469, 157404.59375, 120301.3515625, 157527.390625, 156774.78125, 146354.109375, 156066.171875, -0.5858321785926819, 323.0
476281, -1.5569809675216675, -2.0268704891204834, 0.008401775732636452, 0.01109284907579422, 0.02276076003909111, -0.0002222670300398022, 157408.421875, 120306.5546875, 157533.15625, 156771.703125, 146341.828125, 156076.125, -0.5906949043273926, 323.0
476301, -1.5570108890533447, -2.0269086360931396, 0.008403949439525604, 0.010749399662017822, 0.022314822301268578, -1.5803165297256783e-05, 157404.59375, 120299.125, 157529.3125, 156766.71875, 146347.40625, 156067.359375, -0.5902044177055359, 323.0
476362, -1.5570536851882935, -2.026951789855957, 0.008425350300967693, 0.009959891438484192, 0.022408252581954002, -0.0005333214066922665, 157408.421875, 120300.6171875, 157529.3125, 156761.71875, 146344.28125, 156061.796875, -0.5877772569656372, 312.0
