timeTick, whisker1_1, whisker1_2, whisker1_3, whisker2_1, whisker2_2, whisker2_3, laserFront
822022, 157619.671875, 119014.046875, 157748.765625, 155491.328125, 144065.203125, 154406.0, 322.0
822033, 157621.59375, 119014.046875, 157750.703125, 155491.328125, 144065.203125, 154406.0, 322.0
822041, 157619.671875, 119009.609375, 157750.703125, 155490.0, 144068.34375, 154406.59375, 322.0
822051, 157619.671875, 119007.3984375, 157746.84375, 155490.0, 144068.34375, 154406.59375, 322.0
822061, 157617.75, 119013.3125, 157746.84375, 155487.5, 144065.203125, 154405.3125, 322.0
822072, 157619.671875, 119017.0078125, 157748.765625, 155491.328125, 144061.0, 154402.21875, 322.0
822083, 157619.671875, 119014.046875, 157748.765625, 155481.921875, 144062.078125, 154408.484375, 328.0
822091, 157617.75, 119013.3125, 157748.765625, 155494.40625, 144066.96875, 154414.046875, 328.0
822101, 157621.59375, 119012.5625, 157746.84375, 155486.921875, 144072.5625, 154401.625, 328.0
822111, 157623.53125, 119017.0078125, 157748.765625, 155497.484375, 144066.96875, 154413.453125, 328.0
822122, 157621.59375, 119013.3125, 157748.765625, 155491.328125, 144064.53125, 154406.0, 328.0
822131, 157619.671875, 119005.9140625, 157748.765625, 155477.515625, 144069.421875, 154415.328125, 328.0
822141, 157617.75, 119012.5625, 157748.765625, 155481.34375, 144064.53125, 154415.9375, 328.0
822151, 157621.59375, 119008.875, 157748.765625, 155481.34375, 144064.53125, 154415.9375, 328.0
822161, 157619.671875, 119017.7421875, 157748.765625, 155485.0, 144062.765625, 154412.84375, 328.0
822171, 157621.59375, 119008.1328125, 157746.84375, 155490.0, 144065.890625, 154410.96875, 328.0
822181, 157619.671875, 119010.359375, 157750.703125, 155490.0, 144062.765625, 154416.53125, 317.0
822191, 157617.75, 119008.875, 157746.84375, 155490.0, 144062.765625, 154416.53125, 317.0
822201, 157621.59375, 119011.09375, 157746.84375, 155490.0, 144062.765625, 154416.53125, 317.0
822211, 157621.59375, 119011.09375, 157748.765625, 155489.421875, 144064.53125, 154412.84375, 317.0
822221, 157621.59375, 119014.046875, 157748.765625, 155490.0, 144070.109375, 154409.671875, 317.0
822232, 157621.59375, 119011.09375, 157752.625, 155478.09375, 144076.78125, 154410.96875, 317.0
822251, 157621.59375, 119008.875, 157746.84375, 155485.0, 144066.96875, 154409.671875, 317.0
822261, 157623.53125, 119018.4765625, 157752.625, 155485.0, 144066.96875, 154409.671875, 323.0
822272, 157617.75, 119003.6953125, 157748.765625, 155485.0, 144066.96875, 154409.671875, 323.0
822283, 157621.59375, 119011.09375, 157748.765625, 155482.5, 144062.078125, 154400.34375, 323.0
822291, 157619.671875, 119008.140625, 157748.765625, 155482.5, 144062.078125, 154400.34375, 323.0
822301, 157619.671875, 119008.140625, 157748.765625, 155491.328125, 144064.53125, 154399.734375, 323.0
822311, 157621.59375, 119008.875, 157750.703125, 155488.84375, 144068.34375, 154404.109375, 323.0
822321, 157621.59375, 119008.875, 157750.703125, 155490.578125, 144059.625, 154407.1875, 323.0
822331, 157621.59375, 119008.875, 157748.765625, 155481.921875, 144065.203125, 154399.140625, 323.0
822341, 157617.75, 119005.1796875, 157748.765625, 155491.90625, 144067.65625, 154409.078125, 323.0
822351, 157619.671875, 119011.09375, 157744.90625, 155491.90625, 144073.640625, 154404.703125, 323.0
822361, 157625.453125, 119014.0625, 157748.765625, 155485.0, 144069.421875, 154414.046875, 320.0
822372, 157619.671875, 119014.78125, 157748.765625, 155490.0, 144060.3125, 154408.484375, 320.0
822381, 157615.828125, 119007.3984375, 157748.765625, 155485.578125, 144070.109375, 154408.484375, 320.0
822391, 157619.671875, 119008.1328125, 157748.765625, 155486.921875, 144062.078125, 154399.734375, 320.0
822401, 157623.53125, 119014.0625, 157750.703125, 155494.984375, 144058.9375, 154411.5625, 320.0
822411, 157623.53125, 119010.34375, 157748.765625, 155490.0, 144058.546875, 154414.046875, 320.0
822431, 157617.75, 119011.84375, 157746.84375, 155493.828125, 144060.3125, 154410.96875, 320.0
822441, 157617.75, 119028.84375, 157748.765625, 155482.5, 144065.890625, 154406.0, 320.0
822451, 157619.671875, 119008.140625, 157748.765625, 155482.5, 144065.890625, 154406.0, 320.0
822461, 157619.671875, 119011.09375, 157746.84375, 155482.5, 144065.890625, 154406.0, 324.0
822491, 157623.53125, 119018.4921875, 157748.765625, 155492.5, 144065.203125, 154415.9375, 324.0
822501, 157623.53125, 119013.3125, 157746.84375, 155492.5, 144065.203125, 154415.9375, 324.0
822511, 157619.671875, 119013.3125, 157746.84375, 155485.0, 144062.078125, 154414.046875, 324.0
822522, 157619.671875, 119019.9609375, 157746.84375, 155492.5, 144056.09375, 154404.703125, 324.0
822531, 157619.671875, 119017.7421875, 157750.703125, 155492.5, 144056.09375, 154404.703125, 324.0
822541, 157619.671875, 119013.3125, 157746.84375, 155491.90625, 144066.296875, 154406.59375, 324.0
822551, 157621.59375, 119017.0078125, 157748.765625, 155489.421875, 144063.84375, 154412.84375, 324.0
822561, 157617.75, 119016.265625, 157746.84375, 155494.984375, 144066.96875, 154406.0, 322.0
822572, 157617.75, 119016.265625, 157746.84375, 155489.421875, 144065.890625, 154402.21875, 322.0
822581, 157623.53125, 119007.3984375, 157750.703125, 155485.578125, 144073.640625, 154406.0, 322.0
822591, 157619.671875, 119015.53125, 157748.765625, 155485.578125, 144073.640625, 154406.0, 322.0
822601, 157625.453125, 119002.9609375, 157746.84375, 155485.0, 144068.75, 154406.59375, 322.0
822611, 157623.53125, 119011.828125, 157746.84375, 155490.578125, 144062.078125, 154409.078125, 322.0
822621, 157621.59375, 119015.53125, 157752.625, 155489.421875, 144068.34375, 154409.671875, 322.0
822631, 157619.671875, 119008.875, 157746.84375, 155489.421875, 144068.34375, 154409.671875, 322.0
822641, 157621.59375, 119015.53125, 157750.703125, 155489.421875, 144068.34375, 154409.671875, 322.0
822651, 157623.53125, 119016.265625, 157746.84375, 155489.421875, 144068.34375, 154409.671875, 322.0
822661, 157621.59375, 119012.578125, 157744.90625, 155487.5, 144062.765625, 154410.96875, 319.0
822671, 157619.671875, 119017.7421875, 157746.84375, 155487.5, 144062.765625, 154410.96875, 319.0
822681, 157617.75, 119015.53125, 157748.765625, 155480.59375, 144058.546875, 154411.5625, 319.0
822691, 157619.671875, 119007.3984375, 157746.84375, 155480.59375, 144058.546875, 154411.5625, 319.0
822701, 157619.671875, 119017.0078125, 157746.84375, 155480.59375, 144058.546875, 154411.5625, 319.0
822711, 157621.59375, 119020.7109375, 157746.84375, 155480.59375, 144058.546875, 154411.5625, 319.0
822731, 157623.53125, 119013.3125, 157748.765625, 155491.90625, 144064.53125, 154401.625, 319.0
822743, 157617.75, 119015.53125, 157750.703125, 155491.90625, 144064.53125, 154401.625, 319.0
822762, 157621.59375, 119018.4921875, 157746.84375, 155487.5, 144068.75, 154409.078125, 321.0
822773, 157615.828125, 119010.34375, 157746.84375, 155487.5, 144068.75, 154409.078125, 321.0
822781, 157615.828125, 119010.34375, 157746.84375, 155494.40625, 144067.65625, 154415.9375, 321.0
822791, 157619.671875, 119017.0078125, 157746.84375, 155494.40625, 144067.65625, 154415.9375, 321.0
822801, 157623.53125, 119014.796875, 157750.703125, 155490.0, 144070.109375, 154419.015625, 321.0
822811, 157621.59375, 119016.265625, 157750.703125, 155492.5, 144067.65625, 154402.21875, 321.0
822821, 157621.59375, 119009.609375, 157748.765625, 155490.0, 144069.421875, 154402.21875, 321.0
822833, 157617.75, 119016.265625, 157746.84375, 155487.5, 144065.890625, 154401.03125, 321.0
822841, 157617.75, 119016.265625, 157746.84375, 155494.40625, 144064.53125, 154406.59375, 321.0
822851, 157625.453125, 119019.9609375, 157750.703125, 155487.5, 144057.859375, 154414.640625, 321.0
822861, 157621.59375, 119013.3125, 157750.703125, 155480.015625, 144062.078125, 154413.453125, 325.0
822872, 157619.671875, 119015.53125, 157744.90625, 155480.015625, 144062.765625, 154414.046875, 325.0
822881, 157619.671875, 119009.609375, 157748.765625, 155490.0, 144064.53125, 154408.484375, 325.0
822891, 157617.75, 119014.046875, 157748.765625, 155487.5, 144064.53125, 154422.1875, 325.0
822901, 157623.53125, 119025.875, 157750.703125, 155485.0, 144074.328125, 154407.1875, 325.0
822911, 157623.53125, 119018.4765625, 157746.84375, 155487.5, 144076.09375, 154407.1875, 325.0
822921, 157617.75, 119009.609375, 157748.765625, 155490.0, 144071.1875, 154415.328125, 325.0
822932, 157617.75, 119022.1796875, 157750.703125, 155482.5, 144056.78125, 154404.109375, 325.0
822941, 157619.671875, 119019.2265625, 157748.765625, 155492.5, 144060.3125, 154403.515625, 325.0
822951, 157621.59375, 119005.1796875, 157746.84375, 155485.578125, 144061.0, 154408.484375, 325.0
822961, 157617.75, 119013.3125, 157750.703125, 155485.578125, 144061.0, 154408.484375, 321.0
822972, 157617.75, 119006.6640625, 157748.765625, 155485.578125, 144061.0, 154408.484375, 321.0
822991, 157619.671875, 119012.578125, 157744.90625, 155496.328125, 144067.65625, 154415.9375, 321.0
823001, 157621.59375, 119014.796875, 157748.765625, 155492.5, 144069.421875, 154413.453125, 321.0
823012, 157619.671875, 119019.2265625, 157748.765625, 155485.578125, 144064.53125, 154409.671875, 321.0
823021, 157621.59375, 119009.609375, 157748.765625, 155494.984375, 144067.65625, 154402.21875, 321.0
823031, 157617.75, 119014.796875, 157748.765625, 155494.984375, 144067.65625, 154402.21875, 321.0
823041, 157615.828125, 119013.3125, 157748.765625, 155491.90625, 144065.890625, 154406.59375, 321.0
823051, 157621.59375, 119015.53125, 157744.90625, 155491.90625, 144069.421875, 154401.625, 321.0
823061, 157617.75, 119018.4765625, 157750.703125, 155494.40625, 144063.4375, 154399.734375, 325.0
823071, 157617.75, 119013.3125, 157746.84375, 155486.921875, 144069.421875, 154397.25, 325.0
823081, 157619.671875, 119012.578125, 157746.84375, 155496.90625, 144072.953125, 154417.8125, 325.0
823091, 157621.59375, 119019.9609375, 157746.84375, 155496.90625, 144072.953125, 154417.8125, 325.0
823101, 157619.671875, 119013.3125, 157744.90625, 155496.90625, 144072.953125, 154417.8125, 325.0
823111, 157621.59375, 119008.875, 157748.765625, 155489.421875, 144071.875, 154412.15625, 325.0
823121, 157623.53125, 119016.2734375, 157748.765625, 155485.578125, 144069.421875, 154404.703125, 325.0
823141, 157621.59375, 119020.7109375, 157748.765625, 155485.578125, 144069.421875, 154404.703125, 325.0
823151, 157621.59375, 119014.0625, 157746.84375, 155493.828125, 144058.546875, 154415.9375, 325.0
823172, 157625.453125, 119017.0078125, 157748.765625, 155490.0, 144057.859375, 154412.84375, 320.0
823181, 157625.453125, 119017.0078125, 157748.765625, 155490.0, 144068.75, 154408.484375, 320.0
823191, 157619.671875, 119019.2265625, 157746.84375, 155486.921875, 144063.84375, 154414.046875, 320.0
823201, 157623.53125, 119011.828125, 157744.90625, 155490.0, 144060.3125, 154404.109375, 320.0
823211, 157619.671875, 119017.7421875, 157746.84375, 155489.421875, 144062.078125, 154410.359375, 320.0
823231, 157619.671875, 119020.7109375, 157746.84375, 155491.15625, 144062.765625, 154408.484375, 320.0
823241, 157619.671875, 119016.265625, 157748.765625, 155485.578125, 144066.96875, 154411.5625, 320.0
823251, 157621.59375, 119012.578125, 157748.765625, 155489.421875, 144063.84375, 154402.90625, 320.0
823263, 157619.671875, 119014.046875, 157748.765625, 155488.078125, 144064.53125, 154410.96875, 323.0
823273, 157619.671875, 119008.875, 157748.765625, 155488.078125, 144064.53125, 154410.96875, 323.0
823281, 157619.671875, 119008.875, 157748.765625, 155485.578125, 144078.546875, 154408.484375, 323.0
823291, 157619.671875, 119014.796875, 157746.84375, 155485.578125, 144078.546875, 154408.484375, 323.0
823301, 157623.53125, 119010.359375, 157746.84375, 155496.90625, 144062.765625, 154406.59375, 323.0
823312, 157625.453125, 119014.796875, 157748.765625, 155491.90625, 144067.65625, 154404.703125, 323.0
823321, 157617.75, 119017.7421875, 157750.703125, 155496.90625, 144065.203125, 154412.84375, 323.0
823331, 157621.59375, 119014.796875, 157750.703125, 155489.421875, 144069.421875, 154413.453125, 323.0
823341, 157623.53125, 119017.0078125, 157748.765625, 155496.90625, 144067.65625, 154404.703125, 323.0
823351, 157623.53125, 119013.3125, 157748.765625, 155489.421875, 144060.3125, 154412.84375, 323.0
823361, 157619.671875, 119011.09375, 157750.703125, 155492.5, 144071.1875, 154401.625, 323.0
823371, 157623.53125, 119018.4921875, 157748.765625, 155491.90625, 144058.546875, 154415.328125, 323.0
823381, 157615.828125, 119022.1796875, 157748.765625, 155490.0, 144071.875, 154406.59375, 323.0
823391, 157617.75, 119017.0078125, 157748.765625, 155490.0, 144071.875, 154406.59375, 323.0
823401, 157621.59375, 119017.0078125, 157750.703125, 155488.078125, 144065.890625, 154401.625, 323.0
823411, 157619.671875, 119014.796875, 157752.625, 155498.828125, 144068.34375, 154412.84375, 323.0
823421, 157623.53125, 119011.09375, 157748.765625, 155486.921875, 144070.796875, 154410.96875, 323.0
823441, 157621.59375, 119022.1953125, 157748.765625, 155486.921875, 144070.796875, 154410.96875, 323.0
823451, 157623.53125, 119011.828125, 157748.765625, 155478.671875, 144065.890625, 154406.59375, 323.0
823461, 157621.59375, 119011.09375, 157746.84375, 155487.5, 144062.765625, 154404.109375, 325.0
823472, 157617.75, 119016.2734375, 157750.703125, 155487.5, 144062.765625, 154404.109375, 325.0
823481, 157619.671875, 119022.9296875, 157744.90625, 155488.078125, 144069.828125, 154414.046875, 325.0
823491, 157625.453125, 119014.796875, 157746.84375, 155488.078125, 144069.828125, 154414.046875, 325.0
823501, 157621.59375, 119011.84375, 157746.84375, 155488.078125, 144066.96875, 154401.625, 325.0
823511, 157619.671875, 119014.046875, 157748.765625, 155499.40625, 144064.53125, 154399.140625, 325.0
823521, 157619.671875, 119012.578125, 157744.90625, 155490.0, 144067.65625, 154406.0, 325.0
823531, 157617.75, 119014.796875, 157746.84375, 155490.0, 144067.65625, 154406.0, 325.0
823541, 157621.59375, 119015.53125, 157744.90625, 155490.0, 144067.65625, 154406.0, 325.0
823551, 157621.59375, 119013.3125, 157748.765625, 155490.0, 144067.65625, 154406.0, 325.0
823562, 157615.828125, 119021.4453125, 157752.625, 155480.015625, 144057.171875, 154412.84375, 321.0
823572, 157619.671875, 119012.578125, 157750.703125, 155484.421875, 144063.4375, 154410.96875, 321.0
823591, 157619.671875, 119009.609375, 157748.765625, 155497.484375, 144069.421875, 154408.484375, 321.0
823602, 157621.59375, 119019.2265625, 157748.765625, 155497.484375, 144069.421875, 154408.484375, 321.0
823611, 157621.59375, 119019.2265625, 157748.765625, 155494.40625, 144065.203125, 154410.96875, 321.0
823622, 157617.75, 119013.3125, 157750.703125, 155494.40625, 144065.203125, 154410.96875, 321.0
823631, 157617.75, 119013.3125, 157750.703125, 155486.921875, 144066.96875, 154402.21875, 321.0
823651, 157623.53125, 119011.09375, 157748.765625, 155490.578125, 144064.53125, 154410.96875, 321.0
823661, 157623.53125, 119018.4921875, 157748.765625, 155496.90625, 144061.0, 154408.484375, 319.0
823671, 157621.59375, 119022.9296875, 157746.84375, 155496.90625, 144061.0, 154408.484375, 319.0
823681, 157619.671875, 119012.578125, 157746.84375, 155491.328125, 144065.890625, 154414.046875, 319.0
823691, 157619.671875, 119007.3984375, 157748.765625, 155491.328125, 144065.890625, 154414.046875, 319.0
823701, 157623.53125, 119015.53125, 157744.90625, 155491.328125, 144065.890625, 154414.046875, 319.0
823711, 157619.671875, 119020.7109375, 157748.765625, 155499.40625, 144065.890625, 154415.9375, 319.0
823721, 157617.75, 119010.359375, 157748.765625, 155490.0, 144068.34375, 154407.1875, 319.0
823731, 157617.75, 119022.1796875, 157750.703125, 155490.0, 144068.34375, 154407.1875, 319.0
823741, 157615.828125, 119017.0078125, 157744.90625, 155493.828125, 144070.109375, 154408.484375, 319.0
823751, 157621.59375, 119015.53125, 157746.84375, 155496.328125, 144062.078125, 154402.21875, 319.0
823761, 157619.671875, 119011.828125, 157746.84375, 155488.84375, 144066.96875, 154420.296875, 314.0
823771, 157619.671875, 119019.9609375, 157744.90625, 155494.40625, 144061.390625, 154406.59375, 314.0
823781, 157621.59375, 119013.3125, 157748.765625, 155488.078125, 144061.0, 154408.484375, 314.0
823791, 157619.671875, 119022.1796875, 157744.90625, 155488.84375, 144062.765625, 154403.515625, 314.0
823801, 157623.53125, 119017.7421875, 157746.84375, 155489.421875, 144066.296875, 154423.390625, 314.0
823811, 157619.671875, 119011.828125, 157748.765625, 155488.078125, 144067.65625, 154414.046875, 314.0
823821, 157623.53125, 119016.265625, 157746.84375, 155485.578125, 144063.4375, 154406.59375, 314.0
823831, 157619.671875, 119012.578125, 157748.765625, 155485.578125, 144062.078125, 154399.734375, 314.0
823841, 157625.453125, 119014.046875, 157748.765625, 155490.0, 144070.109375, 154399.140625, 314.0
823851, 157623.53125, 119015.53125, 157744.90625, 155499.40625, 144069.421875, 154406.59375, 314.0
823861, 157617.75, 119015.53125, 157748.765625, 155496.90625, 144059.625, 154415.328125, 327.0
823871, 157619.671875, 119008.1328125, 157746.84375, 155495.75, 144062.765625, 154415.328125, 327.0
823891, 157623.53125, 119015.53125, 157750.703125, 155490.0, 144066.96875, 154407.1875, 327.0
823901, 157623.53125, 119022.1796875, 157746.84375, 155490.0, 144068.75, 154420.296875, 327.0
823911, 157621.59375, 119015.53125, 157746.84375, 155490.0, 144068.75, 154420.296875, 327.0
823931, 157623.53125, 119012.578125, 157748.765625, 155492.5, 144067.65625, 154411.5625, 327.0
823941, 157625.453125, 119008.875, 157746.84375, 155492.5, 144067.65625, 154411.5625, 327.0
823952, 157625.453125, 119017.7421875, 157748.765625, 155492.5, 144067.65625, 154411.5625, 327.0
823962, 157619.671875, 119014.046875, 157748.765625, 155494.984375, 144070.515625, 154414.046875, 318.0
823972, 157621.59375, 119011.09375, 157748.765625, 155482.5, 144067.65625, 154408.484375, 318.0
823981, 157621.59375, 119016.2734375, 157748.765625, 155490.578125, 144060.3125, 154413.453125, 318.0
823991, 157619.671875, 119012.578125, 157748.765625, 155490.578125, 144060.3125, 154413.453125, 318.0
824001, 157623.53125, 119019.9609375, 157746.84375, 155490.578125, 144064.53125, 154420.90625, 318.0
824013, 157621.59375, 119007.3984375, 157748.765625, 155494.984375, 144066.96875, 154406.59375, 318.0
824023, 157621.59375, 119019.2265625, 157750.703125, 155499.984375, 144066.96875, 154412.15625, 318.0
824031, 157621.59375, 119019.2265625, 157750.703125, 155495.5625, 144066.296875, 154412.15625, 318.0
824041, 157621.59375, 119019.2265625, 157750.703125, 155487.5, 144066.296875, 154415.9375, 318.0
824051, 157615.828125, 119011.09375, 157748.765625, 155494.40625, 144062.765625, 154408.484375, 318.0
824063, 157619.671875, 119015.53125, 157746.84375, 155496.90625, 144062.765625, 154412.84375, 319.0
824072, 157619.671875, 119019.9609375, 157746.84375, 155496.90625, 144062.765625, 154412.84375, 319.0
824081, 157619.671875, 119019.9609375, 157746.84375, 155488.078125, 144066.296875, 154402.21875, 319.0
824101, 157621.59375, 119016.2734375, 157744.90625, 155492.5, 144070.109375, 154403.515625, 319.0
824112, 157619.671875, 119006.6640625, 157744.90625, 155496.328125, 144076.78125, 154413.453125, 319.0
824121, 157621.59375, 119009.625, 157746.84375, 155499.40625, 144074.328125, 154415.9375, 319.0
824131, 157621.59375, 119015.53125, 157746.84375, 155499.40625, 144074.328125, 154415.9375, 319.0
824141, 157621.59375, 119017.0078125, 157746.84375, 155499.40625, 144074.328125, 154415.9375, 319.0
824151, 157621.59375, 119017.0078125, 157750.703125, 155499.40625, 144062.765625, 154409.078125, 319.0
824162, 157621.59375, 119013.3125, 157746.84375, 155501.328125, 144076.09375, 154406.59375, 317.0
824172, 157623.53125, 119018.4921875, 157748.765625, 155497.484375, 144065.203125, 154404.109375, 317.0
824191, 157621.59375, 119011.09375, 157746.84375, 155492.5, 144069.421875, 154413.453125, 317.0
824201, 157621.59375, 119012.578125, 157750.703125, 155498.0625, 144070.109375, 154407.1875, 317.0
824211, 157619.671875, 119017.0078125, 157748.765625, 155494.40625, 144069.421875, 154406.59375, 317.0
824222, 157623.53125, 119016.2734375, 157748.765625, 155494.40625, 144069.421875, 154406.59375, 317.0
824231, 157617.75, 119011.09375, 157750.703125, 155494.40625, 144069.421875, 154406.59375, 317.0
824241, 157619.671875, 119010.359375, 157748.765625, 155494.40625, 144064.53125, 154404.109375, 317.0
824251, 157619.671875, 119014.796875, 157750.703125, 155498.0625, 144071.1875, 154409.078125, 317.0
824262, 157621.59375, 119017.0078125, 157744.90625, 155498.828125, 144069.421875, 154404.109375, 317.0
824272, 157619.671875, 119017.0078125, 157744.90625, 155499.40625, 144065.890625, 154404.109375, 317.0
824281, 157625.453125, 119022.9296875, 157746.84375, 155491.90625, 144065.890625, 154409.078125, 317.0
824291, 157623.53125, 119015.53125, 157746.84375, 155498.828125, 144068.34375, 154415.328125, 317.0
824301, 157617.75, 119016.265625, 157750.703125, 155491.90625, 144070.796875, 154413.453125, 317.0
824311, 157621.59375, 119016.2734375, 157746.84375, 155492.5, 144064.53125, 154415.328125, 317.0
824322, 157621.59375, 119012.578125, 157746.84375, 155502.484375, 144073.640625, 154407.796875, 320.0
824331, 157621.59375, 119008.140625, 157748.765625, 155501.328125, 144070.109375, 154407.1875, 320.0
824341, 157623.53125, 119014.796875, 157750.703125, 155499.40625, 144069.421875, 154422.78125, 320.0
824351, 157619.671875, 119011.828125, 157746.84375, 155488.65625, 144070.109375, 154414.046875, 320.0
824362, 157623.53125, 119017.7421875, 157750.703125, 155491.90625, 144071.875, 154404.109375, 320.0
824371, 157621.59375, 119014.046875, 157748.765625, 155498.0625, 144074.328125, 154399.734375, 320.0
824381, 157619.671875, 119017.0078125, 157746.84375, 155498.0625, 144074.328125, 154399.734375, 320.0
824391, 157623.53125, 119019.2265625, 157746.84375, 155498.0625, 144074.328125, 154399.734375, 320.0
824401, 157623.53125, 119012.578125, 157748.765625, 155490.578125, 144062.765625, 154402.828125, 320.0
824411, 157621.59375, 119013.3125, 157746.84375, 155490.578125, 144062.765625, 154402.828125, 320.0
824431, 157621.59375, 119011.828125, 157746.84375, 155498.828125, 144070.796875, 154410.359375, 320.0
824441, 157625.453125, 119014.0625, 157748.765625, 155498.828125, 144070.796875, 154410.359375, 320.0
824452, 157621.59375, 119022.1953125, 157748.765625, 155491.90625, 144072.953125, 154409.078125, 320.0
824463, 157621.59375, 119012.578125, 157748.765625, 155489.421875, 144075.015625, 154409.078125, 322.0
824471, 157621.59375, 119012.578125, 157748.765625, 155503.8125, 144070.109375, 154409.671875, 322.0
824481, 157621.59375, 119019.9609375, 157748.765625, 155503.8125, 144070.109375, 154409.671875, 322.0
824491, 157625.453125, 119008.875, 157746.84375, 155498.828125, 144071.875, 154415.9375, 322.0
824502, 157619.671875, 119008.875, 157750.703125, 155492.5, 144064.53125, 154413.453125, 322.0
824513, 157621.59375, 119011.828125, 157744.90625, 155492.5, 144064.53125, 154413.453125, 322.0
824521, 157621.59375, 119011.828125, 157744.90625, 155485.0, 144062.765625, 154408.484375, 322.0
824531, 157621.59375, 119008.875, 157748.765625, 155492.5, 144071.1875, 154414.734375, 322.0
824541, 157619.671875, 119018.4765625, 157746.84375, 155493.078125, 144060.3125, 154410.96875, 322.0
824551, 157619.671875, 119016.2734375, 157750.703125, 155494.984375, 144064.53125, 154416.53125, 322.0
824561, 157617.75, 119009.609375, 157748.765625, 155497.484375, 144065.203125, 154411.5625, 322.0
824572, 157623.53125, 119008.875, 157748.765625, 155497.484375, 144075.015625, 154410.359375, 322.0
824581, 157619.671875, 119011.828125, 157744.90625, 155493.078125, 144063.4375, 154410.96875, 322.0
824591, 157621.59375, 119024.40625, 157746.84375, 155496.328125, 144069.421875, 154409.078125, 322.0
824601, 157621.59375, 119017.0078125, 157744.90625, 155491.90625, 144076.78125, 154397.859375, 322.0
824612, 157619.671875, 119019.9765625, 157754.5625, 155498.828125, 144074.328125, 154407.1875, 322.0
824622, 157621.59375, 119011.828125, 157746.84375, 155490.0, 144076.09375, 154415.328125, 322.0
824631, 157619.671875, 119019.9609375, 157748.765625, 155497.484375, 144069.421875, 154415.9375, 322.0
824641, 157625.453125, 119011.828125, 157748.765625, 155497.484375, 144069.421875, 154415.9375, 322.0
824651, 157619.671875, 119017.0078125, 157748.765625, 155497.484375, 144069.421875, 154415.9375, 322.0
824661, 157619.671875, 119011.828125, 157746.84375, 155497.484375, 144069.421875, 154415.9375, 324.0
824671, 157621.59375, 119016.2734375, 157748.765625, 155497.484375, 144069.421875, 154415.9375, 324.0
824681, 157621.59375, 119019.9609375, 157748.765625, 155497.484375, 144069.421875, 154415.9375, 324.0
824691, 157621.59375, 119014.046875, 157746.84375, 155490.578125, 144065.203125, 154420.90625, 324.0
824701, 157617.75, 119013.3125, 157750.703125, 155494.984375, 144069.421875, 154404.109375, 324.0
824711, 157623.53125, 119008.875, 157748.765625, 155491.90625, 144062.765625, 154411.5625, 324.0
824722, 157621.59375, 119013.3125, 157746.84375, 155491.90625, 144063.4375, 154401.625, 324.0
824731, 157625.453125, 119019.2265625, 157746.84375, 155499.40625, 144069.421875, 154410.96875, 324.0
824741, 157621.59375, 119017.7421875, 157750.703125, 155487.5, 144073.640625, 154416.53125, 324.0
824751, 157621.59375, 119015.53125, 157746.84375, 155496.90625, 144061.0, 154407.1875, 324.0
824763, 157619.671875, 119016.2734375, 157750.703125, 155487.5, 144062.765625, 154406.0, 318.0
824772, 157619.671875, 119010.359375, 157744.90625, 155491.90625, 144061.0, 154400.421875, 318.0
824781, 157623.53125, 119008.140625, 157748.765625, 155487.5, 144066.296875, 154404.703125, 318.0
824791, 157621.59375, 119008.875, 157752.625, 155492.5, 144071.1875, 154410.359375, 318.0
824801, 157621.59375, 119016.265625, 157750.703125, 155494.40625, 144064.53125, 154404.109375, 318.0
824812, 157619.671875, 119009.609375, 157744.90625, 155491.328125, 144070.109375, 154408.484375, 318.0
824822, 157619.671875, 119015.53125, 157744.90625, 155494.984375, 144063.4375, 154415.9375, 318.0
824841, 157619.671875, 119009.609375, 157750.703125, 155491.90625, 144069.421875, 154414.046875, 318.0
824851, 157619.671875, 119013.3125, 157746.84375, 155487.5, 144068.75, 154421.5, 318.0
824861, 157617.75, 119016.2734375, 157748.765625, 155503.8125, 144065.890625, 154411.5625, 314.0
824881, 157625.453125, 119011.09375, 157748.765625, 155503.8125, 144065.890625, 154411.5625, 314.0
824891, 157621.59375, 119015.53125, 157744.90625, 155503.8125, 144065.890625, 154411.5625, 314.0
824901, 157621.59375, 119017.7421875, 157748.765625, 155492.5, 144057.859375, 154410.96875, 314.0
824921, 157621.59375, 119019.2265625, 157748.765625, 155480.59375, 144057.171875, 154410.96875, 314.0
824931, 157621.59375, 119008.875, 157750.703125, 155480.59375, 144057.171875, 154410.96875, 314.0
824941, 157625.453125, 119014.0625, 157746.84375, 155493.078125, 144068.0625, 154419.015625, 314.0
824953, 157621.59375, 119014.796875, 157746.84375, 155497.484375, 144073.640625, 154396.0625, 314.0
824963, 157617.75, 119013.296875, 157750.703125, 155497.484375, 144073.640625, 154396.0625, 323.0
824974, 157619.671875, 119010.359375, 157750.703125, 155497.484375, 144073.640625, 154396.0625, 323.0
824981, 157619.671875, 119010.359375, 157750.703125, 155490.578125, 144078.546875, 154414.046875, 323.0
824991, 157619.671875, 119019.9765625, 157746.84375, 155490.578125, 144078.546875, 154414.046875, 323.0
825002, 157619.671875, 119014.046875, 157746.84375, 155492.5, 144065.890625, 154411.5625, 323.0
825013, 157623.53125, 119011.828125, 157748.765625, 155488.84375, 144063.84375, 154401.625, 323.0
825023, 157619.671875, 119007.3984375, 157750.703125, 155493.828125, 144069.421875, 154410.96875, 323.0
