timeTick, whisker1_1, whisker1_2, whisker1_3, whisker2_1, whisker2_2, whisker2_3, yaw, laserFront
200490, 157573.515625, 119159.5234375, 157689.0, 156332.796875, 144983.25, 155091.046875, 2.0386879444122314, 304.0
200509, 157573.515625, 119166.921875, 157689.0, 156334.15625, 144982.15625, 155081.109375, 2.0399227142333984, 304.0
200530, 157573.515625, 119163.21875, 157694.78125, 156327.8125, 144977.25, 155079.8125, 2.041142463684082, 304.0
200549, 157573.515625, 119166.921875, 157696.703125, 156322.8125, 144969.890625, 155079.21875, 2.0420079231262207, 304.0
200569, 157571.59375, 119159.5234375, 157692.859375, 156324.734375, 144981.484375, 155080.515625, 2.0417022705078125, 306.0
200589, 157573.515625, 119169.875, 157692.859375, 156325.3125, 144980.796875, 155086.078125, 2.040973424911499, 306.0
200609, 157573.515625, 119166.171875, 157694.78125, 156325.890625, 144973.4375, 155081.109375, 2.041517734527588, 306.0
200631, 157571.59375, 119168.40625, 157694.78125, 156322.234375, 144982.15625, 155092.234375, 2.040365695953369, 306.0
200649, 157575.4375, 119160.265625, 157692.859375, 156326.65625, 144973.03125, 155074.25, 2.0400288105010986, 306.0
200669, 157573.515625, 119155.0859375, 157692.859375, 156341.0625, 144973.03125, 155074.84375, 2.041513204574585, 309.0
200690, 157573.515625, 119162.484375, 157698.640625, 156341.640625, 144985.703125, 155084.1875, 2.0425727367401123, 309.0
200709, 157573.515625, 119161.0, 157690.921875, 156329.15625, 144985.03125, 155086.671875, 2.0435681343078613, 309.0
200729, 157571.59375, 119169.140625, 157692.859375, 156326.65625, 144981.484375, 155078.625, 2.0427346229553223, 309.0
200749, 157573.515625, 119166.921875, 157694.78125, 156332.234375, 144976.578125, 155079.21875, 2.0436930656433105, 309.0
200769, 157573.515625, 119161.0, 157690.921875, 156327.234375, 144985.03125, 155074.84375, 2.0424389839172363, 305.0
200790, 157575.4375, 119159.5234375, 157692.859375, 156326.65625, 144974.125, 155081.109375, 2.042987585067749, 305.0
200809, 157575.4375, 119160.2578125, 157692.859375, 156333.0, 144972.34375, 155075.546875, 2.042707920074463, 305.0
200829, 157573.515625, 119162.484375, 157694.78125, 156325.890625, 144983.25, 155086.078125, 2.0431060791015625, 305.0
200849, 157573.515625, 119165.4375, 157692.859375, 156331.65625, 144976.578125, 155078.03125, 2.0439646244049072, 305.0
200869, 157571.59375, 119157.3046875, 157692.859375, 156321.671875, 144975.890625, 155076.140625, 2.0432076454162598, 302.0
200891, 157575.4375, 119163.953125, 157694.78125, 156334.15625, 144979.03125, 155082.296875, 2.042060613632202, 302.0
200909, 157569.671875, 119162.484375, 157692.859375, 156330.3125, 144980.796875, 155075.546875, 2.0429611206054688, 302.0
200929, 157573.515625, 119160.265625, 157689.0, 156329.15625, 144975.890625, 155079.21875, 2.0423762798309326, 302.0
200949, 157577.359375, 119166.90625, 157694.78125, 156331.078125, 144979.03125, 155084.1875, 2.043628215789795, 302.0
200969, 157575.4375, 119163.21875, 157692.859375, 156319.75, 144977.671875, 155078.625, 2.045565128326416, 299.0
200990, 157575.4375, 119172.09375, 157696.703125, 156324.734375, 144974.796875, 155074.25, 2.0453481674194336, 299.0
201009, 157573.515625, 119158.7890625, 157690.921875, 156323.59375, 144966.765625, 155076.734375, 2.0463263988494873, 299.0
201029, 157569.671875, 119165.4375, 157694.78125, 156326.65625, 144980.796875, 155086.078125, 2.0476784706115723, 299.0
201049, 157571.59375, 119165.4375, 157692.859375, 156328.578125, 144982.578125, 155074.25, 2.048680543899536, 299.0
201069, 157573.515625, 119166.921875, 157694.78125, 156329.15625, 144975.484375, 155080.515625, 2.0496890544891357, 308.0
201090, 157571.59375, 119162.46875, 157698.640625, 156324.734375, 144975.890625, 155076.734375, 2.049854278564453, 308.0
201109, 157571.59375, 119161.0, 157692.859375, 156329.734375, 144971.671875, 155078.625, 2.051715850830078, 308.0
201130, 157575.4375, 119160.265625, 157692.859375, 156324.734375, 144969.21875, 155075.546875, 2.052133560180664, 308.0
201149, 157571.59375, 119162.46875, 157694.78125, 156327.8125, 144979.03125, 155076.734375, 2.0547964572906494, 308.0
201170, 157575.4375, 119169.875, 157689.0, 156331.078125, 144977.25, 155079.21875, 2.0550575256347656, 304.0
201191, 157573.515625, 119163.21875, 157694.78125, 156324.734375, 144975.890625, 155081.109375, 2.0534496307373047, 304.0
201209, 157569.671875, 119157.3046875, 157694.78125, 156322.234375, 144974.796875, 155076.734375, 2.0545654296875, 304.0
201229, 157573.515625, 119160.265625, 157692.859375, 156322.234375, 144974.796875, 155079.8125, 2.0543909072875977, 304.0
201249, 157573.515625, 119163.21875, 157694.78125, 156324.734375, 144966.765625, 155074.25, 2.054680347442627, 304.0
201269, 157571.59375, 119164.703125, 157690.921875, 156329.734375, 144970.578125, 155080.515625, 2.0573976039886475, 302.0
201290, 157575.4375, 119169.140625, 157690.921875, 156329.15625, 144975.890625, 155074.25, 2.0567400455474854, 302.0
201309, 157573.515625, 119165.4375, 157692.859375, 156326.65625, 144971.671875, 155083.59375, 2.0580344200134277, 302.0
201330, 157573.515625, 119161.0, 157694.78125, 156324.171875, 144969.890625, 155074.25, 2.059236526489258, 302.0
201349, 157575.4375, 119158.0546875, 157694.78125, 156324.171875, 144982.578125, 155081.109375, 2.0588672161102295, 302.0
201370, 157569.671875, 119161.734375, 157692.859375, 156328.578125, 144969.21875, 155079.21875, 2.0586202144622803, 305.0
201389, 157577.359375, 119161.0, 157690.921875, 156329.15625, 144973.4375, 155076.140625, 2.0597269535064697, 305.0
201409, 157573.515625, 119158.0390625, 157698.640625, 156317.25, 144969.21875, 155074.84375, 2.059887409210205, 305.0
201429, 157571.59375, 119166.921875, 157694.78125, 156322.234375, 144964.984375, 155069.28125, 2.0581536293029785, 305.0
201449, 157571.59375, 119169.140625, 157694.78125, 156327.234375, 144975.890625, 155081.109375, 2.059657096862793, 305.0
201469, 157573.515625, 119158.7890625, 157696.703125, 156329.734375, 144980.796875, 155083.0, 2.057621717453003, 299.0
201490, 157573.515625, 119164.703125, 157690.921875, 156329.15625, 144971.671875, 155066.796875, 2.057316303253174, 299.0
201509, 157575.4375, 119163.953125, 157692.859375, 156321.671875, 144975.890625, 155074.953125, 2.057316303253174, 299.0
201530, 157573.515625, 119159.5234375, 157694.78125, 156326.09375, 144975.484375, 155069.875, 2.0571775436401367, 299.0
201549, 157575.4375, 119152.8671875, 157694.78125, 156322.234375, 144973.4375, 155064.3125, 2.0578670501708984, 299.0
201569, 157573.515625, 119157.3046875, 157694.78125, 156326.65625, 144971.671875, 155086.078125, 2.0575485229492188, 306.0
201591, 157575.4375, 119162.484375, 157692.859375, 156321.671875, 144966.765625, 155077.328125, 2.056771993637085, 306.0
201609, 157571.59375, 119163.21875, 157696.703125, 156328.578125, 144973.4375, 155076.734375, 2.055905342102051, 306.0
201631, 157571.59375, 119161.0, 157698.640625, 156324.171875, 144974.125, 155085.484375, 2.0574848651885986, 306.0
201649, 157571.59375, 119160.265625, 157694.78125, 156328.578125, 144969.21875, 155071.765625, 2.056530237197876, 306.0
201669, 157573.515625, 119160.2578125, 157694.78125, 156317.25, 144971.671875, 155074.84375, 2.057922124862671, 304.0
201690, 157571.59375, 119163.21875, 157692.859375, 156336.078125, 144980.125, 155072.359375, 2.0581181049346924, 304.0
201709, 157573.515625, 119159.5234375, 157692.859375, 156319.75, 144970.984375, 155069.28125, 2.0604100227355957, 304.0
201729, 157573.515625, 119166.171875, 157694.78125, 156320.3125, 144969.21875, 155073.65625, 2.061627149581909, 304.0
201749, 157571.59375, 119165.4375, 157692.859375, 156324.171875, 144975.890625, 155078.625, 2.0616984367370605, 304.0
201769, 157573.515625, 119163.96875, 157694.78125, 156326.65625, 144972.765625, 155071.171875, 2.0626766681671143, 304.0
201790, 157575.4375, 119166.921875, 157694.78125, 156331.65625, 144975.890625, 155071.171875, 2.0636186599731445, 304.0
201809, 157573.515625, 119161.734375, 157694.78125, 156322.234375, 144975.21875, 155068.6875, 2.0651233196258545, 304.0
201829, 157573.515625, 119162.484375, 157689.0, 156317.828125, 144964.984375, 155073.0625, 2.0654704570770264, 304.0
201849, 157569.671875, 119160.265625, 157692.859375, 156331.078125, 144970.3125, 155078.625, 2.0660340785980225, 304.0
201870, 157573.515625, 119163.21875, 157694.78125, 156326.65625, 144963.625, 155076.734375, 2.062992811203003, 302.0
201889, 157573.515625, 119169.875, 157692.859375, 156326.65625, 144968.125, 155081.109375, 2.064035415649414, 302.0
201909, 157573.515625, 119160.265625, 157690.921875, 156324.734375, 144977.671875, 155076.140625, 2.0639984607696533, 302.0
201929, 157575.4375, 119169.140625, 157692.859375, 156327.8125, 144968.53125, 155073.0625, 2.065326690673828, 302.0
201949, 157573.515625, 119161.0, 157694.78125, 156321.671875, 144975.21875, 155077.4375, 2.0659663677215576, 302.0
201969, 157575.4375, 119161.734375, 157694.78125, 156327.234375, 144974.53125, 155080.515625, 2.0660486221313477, 300.0
201989, 157579.28125, 119164.703125, 157694.78125, 156322.8125, 144972.765625, 155071.171875, 2.0685441493988037, 300.0
202009, 157571.59375, 119164.703125, 157694.78125, 156329.15625, 144974.125, 155076.734375, 2.0689330101013184, 300.0
202031, 157573.515625, 119163.953125, 157694.78125, 156322.234375, 144975.21875, 155067.390625, 2.0689330101013184, 300.0
202049, 157575.4375, 119159.5234375, 157692.859375, 156328.578125, 144968.53125, 155068.6875, 2.06860613822937, 300.0
202069, 157573.515625, 119166.1875, 157694.78125, 156327.234375, 144972.765625, 155067.390625, 2.0686161518096924, 306.0
202089, 157573.515625, 119166.921875, 157694.78125, 156327.234375, 144966.765625, 155063.03125, 2.071747303009033, 306.0
202109, 157573.515625, 119152.8671875, 157692.859375, 156326.65625, 144970.984375, 155063.125, 2.0718181133270264, 306.0
202129, 157575.4375, 119162.484375, 157696.703125, 156328.578125, 144972.765625, 155064.3125, 2.0716733932495117, 306.0
202149, 157571.59375, 119166.921875, 157692.859375, 156324.171875, 144979.03125, 155073.0625, 2.071016311645508, 306.0
202169, 157575.4375, 119160.265625, 157696.703125, 156334.15625, 144970.3125, 155076.140625, 2.0731072425842285, 303.0
202189, 157573.515625, 119163.953125, 157692.859375, 156333.578125, 144968.53125, 155075.546875, 2.073653221130371, 303.0
202209, 157569.671875, 119161.734375, 157694.78125, 156324.734375, 144973.4375, 155071.765625, 2.0741848945617676, 303.0
202229, 157573.515625, 119161.734375, 157694.78125, 156334.15625, 144979.4375, 155069.28125, 2.074666976928711, 303.0
202249, 157573.515625, 119164.703125, 157692.859375, 156327.234375, 144973.4375, 155074.25, 2.0746378898620605, 303.0
202269, 157575.4375, 119169.140625, 157694.78125, 156327.8125, 144968.53125, 155073.65625, 2.0742173194885254, 301.0
202289, 157573.515625, 119160.2578125, 157694.78125, 156326.65625, 144973.4375, 155070.578125, 2.0745067596435547, 301.0
202309, 157573.515625, 119164.703125, 157692.859375, 156329.15625, 144969.21875, 155075.546875, 2.075871467590332, 301.0
202329, 157573.515625, 119158.7890625, 157694.78125, 156334.15625, 144970.984375, 155069.28125, 2.0769166946411133, 301.0
202349, 157571.59375, 119170.625, 157694.78125, 156324.734375, 144968.53125, 155073.65625, 2.0775742530822754, 301.0
202369, 157571.59375, 119159.5234375, 157692.859375, 156326.09375, 144969.21875, 155071.765625, 2.0778415203094482, 304.0
202389, 157571.59375, 119161.0, 157692.859375, 156322.234375, 144970.3125, 155081.109375, 2.077582836151123, 304.0
202409, 157571.59375, 119163.21875, 157692.859375, 156329.734375, 144966.765625, 155066.203125, 2.078852653503418, 304.0
202429, 157573.515625, 119159.5234375, 157696.703125, 156322.234375, 144964.3125, 155077.4375, 2.0805633068084717, 304.0
202449, 157571.59375, 119164.703125, 157694.78125, 156333.578125, 144969.21875, 155071.765625, 2.083108901977539, 304.0
202469, 157571.59375, 119163.21875, 157694.78125, 156331.65625, 144962.53125, 155068.6875, 2.0834553241729736, 32766.0
202489, 157573.515625, 119163.21875, 157694.78125, 156323.59375, 144974.53125, 155073.65625, 2.083378314971924, 32766.0
202509, 157573.515625, 119161.0, 157690.921875, 156327.234375, 144968.53125, 155079.21875, 2.083893060684204, 32766.0
202530, 157575.4375, 119160.2578125, 157690.921875, 156324.171875, 144970.984375, 155076.140625, 2.083893060684204, 32766.0
202549, 157573.515625, 119154.3515625, 157700.5625, 156336.078125, 144970.3125, 155074.953125, 2.0829415321350098, 32766.0
202569, 157575.4375, 119169.140625, 157690.921875, 156336.078125, 144973.4375, 155066.203125, 2.0828771591186523, 310.0
202589, 157573.515625, 119165.4375, 157696.703125, 156324.734375, 144966.765625, 155071.765625, 2.0828635692596436, 310.0
202609, 157569.671875, 119161.0, 157694.78125, 156324.734375, 144968.53125, 155061.234375, 2.084371566772461, 310.0
202629, 157569.671875, 119166.921875, 157694.78125, 156339.140625, 144970.3125, 155070.578125, 2.0858142375946045, 310.0
202649, 157571.59375, 119158.7890625, 157694.78125, 156329.734375, 144967.859375, 155071.765625, 2.0876104831695557, 310.0
202669, 157577.359375, 119161.75, 157696.703125, 156331.078125, 144964.3125, 155059.34375, 2.0869438648223877, 306.0
202689, 157575.4375, 119158.7890625, 157696.703125, 156329.15625, 144966.765625, 155073.0625, 2.0871870517730713, 306.0
202709, 157571.59375, 119159.5234375, 157694.78125, 156331.65625, 144971.671875, 155063.71875, 2.0872113704681396, 306.0
202729, 157571.59375, 119163.21875, 157694.78125, 156324.171875, 144966.765625, 155073.0625, 2.0868284702301025, 306.0
202749, 157577.359375, 119159.5234375, 157692.859375, 156329.734375, 144970.3125, 155064.3125, 2.0852746963500977, 306.0
202770, 157573.515625, 119157.3046875, 157692.859375, 156331.65625, 144964.3125, 155071.171875, 2.0858566761016846, 305.0
202789, 157573.515625, 119163.21875, 157696.703125, 156326.65625, 144972.078125, 155063.71875, 2.085789918899536, 305.0
202809, 157575.4375, 119154.3515625, 157696.703125, 156326.65625, 144972.078125, 155063.71875, 2.084590196609497, 305.0
202831, 157571.59375, 119158.7890625, 157694.78125, 156336.078125, 144967.859375, 155068.6875, 2.086641550064087, 305.0
202849, 157575.4375, 119163.96875, 157690.921875, 156322.234375, 144973.4375, 155073.0625, 2.090104341506958, 305.0
202869, 157575.4375, 119163.21875, 157700.5625, 156331.65625, 144972.765625, 155071.171875, 2.0909247398376465, 300.0
202889, 157571.59375, 119155.0859375, 157692.859375, 156322.234375, 144966.078125, 155073.0625, 2.0911500453948975, 300.0
202909, 157573.515625, 119161.734375, 157700.5625, 156332.234375, 144972.765625, 155070.578125, 2.091862440109253, 300.0
202929, 157573.515625, 119172.8359375, 157690.921875, 156336.65625, 144957.625, 155080.515625, 2.0919792652130127, 300.0
202949, 157575.4375, 119158.7890625, 157692.859375, 156331.078125, 144961.171875, 155068.09375, 2.0917844772338867, 300.0
202969, 157575.4375, 119156.5703125, 157694.78125, 156329.15625, 144960.5, 155068.09375, 2.090334177017212, 305.0
202989, 157575.4375, 119155.0859375, 157694.78125, 156329.734375, 144965.40625, 155068.09375, 2.0904197692871094, 305.0
203009, 157575.4375, 119160.265625, 157696.703125, 156329.734375, 144976.984375, 155071.765625, 2.0895445346832275, 305.0
203029, 157571.59375, 119155.8359375, 157694.78125, 156335.5, 144962.265625, 155068.6875, 2.088914155960083, 305.0
203049, 157575.4375, 119158.7890625, 157690.921875, 156324.734375, 144966.078125, 155075.546875, 2.0893332958221436, 305.0
203070, 157573.515625, 119161.0, 157694.78125, 156320.3125, 144962.953125, 155065.015625, 2.087876081466675, 305.0
203089, 157571.59375, 119161.0, 157694.78125, 156326.09375, 144961.171875, 155070.578125, 2.0902791023254395, 305.0
203109, 157575.4375, 119155.0859375, 157696.703125, 156326.09375, 144961.171875, 155070.578125, 2.091219425201416, 305.0
203149, 157573.515625, 119158.7890625, 157696.703125, 156321.671875, 144961.171875, 155072.46875, 2.093571186065674, 305.0
203169, 157573.515625, 119161.0, 157694.78125, 156326.65625, 144958.71875, 155061.234375, 2.0941598415374756, 302.0
203189, 157575.4375, 119153.6171875, 157694.78125, 156328.578125, 144962.953125, 155066.203125, 2.0939736366271973, 302.0
203210, 157577.359375, 119160.265625, 157696.703125, 156340.5, 144959.40625, 155066.203125, 2.0935797691345215, 302.0
203249, 157571.59375, 119165.4375, 157694.78125, 156329.15625, 144965.40625, 155064.3125, 2.0929133892059326, 302.0
203271, 157575.4375, 119162.484375, 157694.78125, 156320.3125, 144960.5, 155058.75, 2.09499454498291, 306.0
203289, 157571.59375, 119156.5703125, 157692.859375, 156319.171875, 144963.625, 155070.578125, 2.09704327583313, 306.0
203309, 157575.4375, 119156.5703125, 157696.703125, 156329.15625, 144970.3125, 155061.828125, 2.0985138416290283, 306.0
203330, 157577.359375, 119156.5703125, 157700.5625, 156328.578125, 144958.71875, 155068.09375, 2.0980753898620605, 306.0
203349, 157573.515625, 119162.484375, 157694.78125, 156321.09375, 144955.171875, 155069.28125, 2.098660469055176, 306.0
203369, 157575.4375, 119156.5703125, 157694.78125, 156326.65625, 144958.71875, 155073.0625, 2.098538637161255, 305.0
203389, 157573.515625, 119158.7890625, 157694.78125, 156324.171875, 144961.171875, 155066.796875, 2.097642660140991, 305.0
203409, 157575.4375, 119156.5703125, 157696.703125, 156331.078125, 144966.5, 155065.609375, 2.0965704917907715, 305.0
203429, 157569.671875, 119157.3046875, 157696.703125, 156326.65625, 144962.265625, 155070.578125, 2.097372055053711, 305.0
203449, 157573.515625, 119152.8671875, 157696.703125, 156315.328125, 144965.40625, 155056.859375, 2.099677085876465, 305.0
203470, 157573.515625, 119161.0, 157694.78125, 156322.234375, 144953.8125, 155064.90625, 2.099428415298462, 303.0
203489, 157573.515625, 119158.0546875, 157694.78125, 156324.171875, 144962.953125, 155063.125, 2.0999691486358643, 303.0
203509, 157573.515625, 119160.265625, 157692.859375, 156329.734375, 144963.625, 155069.390625, 2.101428985595703, 303.0
203529, 157571.59375, 119152.1328125, 157692.859375, 156329.15625, 144970.3125, 155066.203125, 2.101175308227539, 303.0
203549, 157571.59375, 119159.5234375, 157694.78125, 156324.171875, 144955.59375, 155063.125, 2.101444959640503, 303.0
203570, 157573.515625, 119161.0, 157694.78125, 156334.734375, 144961.859375, 155066.203125, 2.101503849029541, 305.0
203589, 157573.515625, 119169.875, 157696.703125, 156326.65625, 144962.953125, 155063.71875, 2.1008460521698, 305.0
203609, 157579.28125, 119160.265625, 157692.859375, 156327.234375, 144958.71875, 155076.140625, 2.099682092666626, 305.0
203630, 157573.515625, 119158.0546875, 157690.921875, 156322.234375, 144960.5, 155060.640625, 2.0979855060577393, 305.0
203649, 157573.515625, 119158.7890625, 157696.703125, 156326.09375, 144964.71875, 155067.5, 2.099453926086426, 305.0
203670, 157571.59375, 119154.3515625, 157694.78125, 156333.578125, 144956.953125, 155076.140625, 2.100419759750366, 309.0
203689, 157573.515625, 119162.484375, 157694.78125, 156329.15625, 144964.046875, 155065.609375, 2.1006908416748047, 309.0
203709, 157573.515625, 119153.6171875, 157694.78125, 156316.09375, 144965.40625, 155058.75, 2.1012215614318848, 309.0
203729, 157571.59375, 119169.140625, 157694.78125, 156331.65625, 144963.625, 155059.34375, 2.1004691123962402, 309.0
203749, 157573.515625, 119154.3515625, 157698.640625, 156326.65625, 144971.40625, 155063.125, 2.1012673377990723, 309.0
203769, 157571.59375, 119156.5703125, 157696.703125, 156329.734375, 144956.953125, 155068.09375, 2.1055123805999756, 299.0
203789, 157573.515625, 119158.7890625, 157692.859375, 156338.0, 144970.3125, 155070.578125, 2.105971097946167, 299.0
203809, 157571.59375, 119156.5703125, 157694.78125, 156329.15625, 144964.3125, 155063.71875, 2.1062862873077393, 299.0
203829, 157571.59375, 119159.53125, 157692.859375, 156325.515625, 144953.140625, 155070.578125, 2.1059999465942383, 299.0
203849, 157569.671875, 119158.7890625, 157700.5625, 156328.578125, 144962.953125, 155073.0625, 2.1064722537994385, 299.0
203870, 157575.4375, 119154.3515625, 157692.859375, 156329.734375, 144965.40625, 155070.578125, 2.106459140777588, 306.0
203889, 157571.59375, 119150.6484375, 157698.640625, 156323.59375, 144968.53125, 155069.390625, 2.1059253215789795, 306.0
203909, 157575.4375, 119158.0546875, 157696.703125, 156321.671875, 144962.953125, 155056.265625, 2.106865167617798, 306.0
203929, 157571.59375, 119158.796875, 157694.78125, 156326.65625, 144961.171875, 155056.265625, 2.1075918674468994, 306.0
203949, 157575.4375, 119161.0, 157696.703125, 156328.578125, 144954.5, 155068.09375, 2.1078264713287354, 306.0
203970, 157571.59375, 119161.0, 157692.859375, 156326.65625, 144957.359375, 155072.46875, 2.109811305999756, 310.0
203989, 157573.515625, 119163.96875, 157694.78125, 156326.09375, 144962.953125, 155072.46875, 2.1102311611175537, 310.0
204009, 157575.4375, 119149.9140625, 157698.640625, 156329.15625, 144965.40625, 155060.640625, 2.1118762493133545, 310.0
204029, 157573.515625, 119158.0546875, 157694.78125, 156322.234375, 144964.71875, 155068.09375, 2.1132097244262695, 310.0
204049, 157575.4375, 119157.3046875, 157696.703125, 156326.65625, 144961.171875, 155061.828125, 2.1131784915924072, 310.0
204069, 157575.4375, 119157.3203125, 157692.859375, 156324.734375, 144960.5, 155058.15625, 2.1131539344787598, 300.0
204089, 157571.59375, 119157.3046875, 157694.78125, 156320.3125, 144958.71875, 155065.609375, 2.1128599643707275, 300.0
204109, 157573.515625, 119155.0859375, 157696.703125, 156324.171875, 144966.5, 155069.984375, 2.112055778503418, 300.0
204130, 157571.59375, 119155.8359375, 157694.78125, 156326.65625, 144958.71875, 155056.265625, 2.1131646633148193, 300.0
204149, 157575.4375, 119156.5703125, 157696.703125, 156329.15625, 144955.59375, 155056.265625, 2.1141724586486816, 300.0
204170, 157573.515625, 119153.6171875, 157694.78125, 156321.671875, 144960.5, 155055.078125, 2.1146600246429443, 305.0
204189, 157573.515625, 119161.0, 157696.703125, 156325.515625, 144961.171875, 155067.5, 2.1138405799865723, 305.0
204209, 157575.4375, 119158.0546875, 157696.703125, 156322.234375, 144962.953125, 155050.703125, 2.114720344543457, 305.0
204230, 157575.4375, 119154.3515625, 157696.703125, 156316.671875, 144956.265625, 155065.609375, 2.1156179904937744, 305.0
204249, 157575.4375, 119154.3515625, 157698.640625, 156328.015625, 144960.5, 155053.78125, 2.116027355194092, 305.0
204269, 157573.515625, 119158.0546875, 157694.78125, 156324.171875, 144967.171875, 155058.75, 2.116095542907715, 303.0
204289, 157573.515625, 119157.3046875, 157692.859375, 156319.171875, 144958.71875, 155065.015625, 2.1170225143432617, 303.0
204309, 157573.515625, 119157.3203125, 157700.5625, 156323.015625, 144949.59375, 155051.890625, 2.1170225143432617, 303.0
204349, 157575.4375, 119157.3046875, 157696.703125, 156322.234375, 144953.8125, 155069.984375, 2.116400957107544, 303.0
204369, 157571.59375, 119161.0, 157696.703125, 156319.171875, 144964.71875, 155053.1875, 2.1169188022613525, 304.0
204389, 157571.59375, 119156.5703125, 157692.859375, 156323.59375, 144962.265625, 155061.9375, 2.1165761947631836, 304.0
204409, 157571.59375, 119160.265625, 157694.78125, 156328.578125, 144960.5, 155053.78125, 2.118237257003784, 304.0
204429, 157571.59375, 119158.7890625, 157696.703125, 156331.078125, 144953.140625, 155051.296875, 2.1204655170440674, 304.0
204450, 157575.4375, 119154.3515625, 157694.78125, 156326.65625, 144955.59375, 155063.71875, 2.120619058609009, 304.0
204471, 157571.59375, 119154.3515625, 157694.78125, 156319.171875, 144953.140625, 155058.75, 2.121005058288574, 305.0
204489, 157571.59375, 119157.3046875, 157694.78125, 156324.171875, 144953.140625, 155067.5, 2.1220505237579346, 305.0
204510, 157573.515625, 119159.53125, 157696.703125, 156321.671875, 144953.8125, 155058.15625, 2.122203826904297, 305.0
204531, 157573.515625, 119156.5703125, 157694.78125, 156330.515625, 144958.046875, 155055.671875, 2.1248667240142822, 305.0
204549, 157575.4375, 119151.3984375, 157692.859375, 156321.671875, 144953.8125, 155063.125, 2.125498056411743, 305.0
204569, 157575.4375, 119153.6015625, 157696.703125, 156323.59375, 144958.046875, 155060.640625, 2.126143455505371, 302.0
204589, 157575.4375, 119160.265625, 157696.703125, 156328.578125, 144950.6875, 155068.09375, 2.12711501121521, 302.0
204609, 157573.515625, 119158.0546875, 157698.640625, 156316.671875, 144960.5, 155056.265625, 2.118922472000122, 302.0
204629, 157571.59375, 119153.6171875, 157696.703125, 156325.515625, 144958.71875, 155058.15625, 2.119504690170288, 302.0
204649, 157573.515625, 119160.265625, 157694.78125, 156321.671875, 144956.265625, 155057.5625, 2.1198368072509766, 302.0
204670, 157573.515625, 119152.1328125, 157694.78125, 156324.171875, 144954.5, 155053.78125, 2.1191389560699463, 297.0
204689, 157575.4375, 119155.8359375, 157698.640625, 156326.09375, 144959.140625, 155062.53125, 2.1202473640441895, 297.0
204709, 157569.671875, 119158.0546875, 157696.703125, 156318.59375, 144956.265625, 155063.71875, 2.121438503265381, 297.0
204729, 157573.515625, 119158.7890625, 157694.78125, 156326.09375, 144958.71875, 155060.640625, 2.121737003326416, 297.0
204749, 157575.4375, 119158.7890625, 157694.78125, 156323.59375, 144950.6875, 155057.5625, 2.1203272342681885, 297.0
204770, 157571.59375, 119157.3046875, 157698.640625, 156316.09375, 144958.046875, 155044.4375, 2.119424343109131, 308.0
204789, 157575.4375, 119160.265625, 157696.703125, 156328.015625, 144959.8125, 155055.671875, 2.1212546825408936, 308.0
204809, 157573.515625, 119161.0, 157698.640625, 156323.59375, 144955.59375, 155060.046875, 2.120487689971924, 308.0
204829, 157573.515625, 119152.8671875, 157696.703125, 156321.671875, 144948.234375, 155050.109375, 2.1206252574920654, 308.0
204849, 157577.359375, 119161.75, 157694.78125, 156327.4375, 144959.8125, 155058.75, 2.1195461750030518, 308.0
204889, 157569.671875, 119153.6171875, 157698.640625, 156328.578125, 144954.5, 155055.671875, 2.1218652725219727, 306.0
204909, 157573.515625, 119151.3828125, 157696.703125, 156321.09375, 144953.8125, 155060.046875, 2.122375965118408, 306.0
204929, 157571.59375, 119146.953125, 157696.703125, 156321.671875, 144955.59375, 155061.234375, 2.1220786571502686, 306.0
204949, 157571.59375, 119158.7890625, 157694.78125, 156321.09375, 144964.046875, 155056.265625, 2.122439384460449, 306.0
204972, 157573.515625, 119149.9140625, 157696.703125, 156322.4375, 144953.8125, 155053.78125, 2.1210412979125977, 306.0
204989, 157573.515625, 119162.484375, 157692.859375, 156321.671875, 144953.140625, 155061.234375, 2.1214632987976074, 306.0
205009, 157573.515625, 119152.8671875, 157698.640625, 156328.578125, 144954.90625, 155055.671875, 2.1231420040130615, 306.0
205049, 157573.515625, 119154.3515625, 157696.703125, 156323.59375, 144949.59375, 155068.09375, 2.1245126724243164, 306.0
205069, 157573.515625, 119155.0859375, 157694.78125, 156316.671875, 144950.0, 155058.15625, 2.125750780105591, 302.0
205089, 157577.359375, 119157.3203125, 157694.78125, 156319.171875, 144964.046875, 155062.53125, 2.1274666786193848, 302.0
205109, 157571.59375, 119158.796875, 157698.640625, 156333.0, 144956.6875, 155051.296875, 2.1280064582824707, 302.0
205130, 157571.59375, 119155.1015625, 157698.640625, 156319.171875, 144953.140625, 155067.5, 2.1292762756347656, 302.0
205149, 157569.671875, 119145.484375, 157696.703125, 156321.671875, 144953.140625, 155055.671875, 2.128175735473633, 302.0
205170, 157573.515625, 119158.7890625, 157698.640625, 156326.65625, 144963.359375, 155062.53125, 2.129448175430298, 302.0
205189, 157573.515625, 119151.3984375, 157696.703125, 156321.09375, 144958.71875, 155055.671875, 2.1297125816345215, 302.0
205210, 157571.59375, 119158.0546875, 157696.703125, 156326.09375, 144956.6875, 155053.78125, 2.1245627403259277, 302.0
205229, 157573.515625, 119155.8359375, 157696.703125, 156323.59375, 144958.046875, 155060.640625, 2.1246819496154785, 302.0
