timeTick, roll, pitch, yaw, whisker1, whisker2, whisker3, motor1, motor2, motor3, motor4, ext_pos_X,ext_pos_Y,ext_pos_Z, kalX, kalY, kalZ, kalPX, kalPY, kalPZ
577949, 2.530104398727417, -3.12904953956604, -12.025218963623047, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.031074553728103638, -0.4114908277988434, 0.014323524199426174, 0.05609925836324692, -0.05039185658097267, 0.0034777866676449776
577960, 2.5101380348205566, -3.130613327026367, -12.041600227355957, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.030923420563340187, -0.41188520193099976, 0.014376167207956314, 0.057523611932992935, -0.05324102193117142, 0.004125285428017378
577969, 2.5447356700897217, -3.1127798557281494, -12.027164459228516, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.03121795877814293, -0.4120616912841797, 0.01437168475240469, 0.05439251661300659, -0.055141232907772064, 0.004314981866627932
577979, 2.584921360015869, -3.1001486778259277, -12.018192291259766, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.030270909890532494, -0.4100598096847534, 0.01471880916506052, 0.05756319686770439, -0.03959526866674423, 0.006150004453957081
577989, 2.557921886444092, -3.1027188301086426, -12.021405220031738, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.03045991063117981, -0.4086216688156128, 0.015066081658005714, 0.053385764360427856, -0.029890956357121468, 0.007705140858888626
577999, 2.5807554721832275, -3.1315505504608154, -12.034582138061523, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.030271075665950775, -0.40905559062957764, 0.015140020288527012, 0.05508027598261833, -0.03419749066233635, 0.008100813254714012
578009, 2.523021697998047, -3.152103900909424, -12.048287391662598, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.030430490151047707, -0.40897414088249207, 0.015159270726144314, 0.05472510680556297, -0.03322945162653923, 0.008148688822984695
578019, 2.579402208328247, -3.111618757247925, -12.039779663085938, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.030705003067851067, -0.4093041718006134, 0.014690518379211426, 0.05162744224071503, -0.038749825209379196, 0.00487960409373045
578029, 2.5691311359405518, -3.1010422706604004, -12.031767845153809, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.0311790332198143, -0.40958869457244873, 0.014697743579745293, 0.04912701994180679, -0.04183491691946983, 0.00490650674328208
578039, 2.5051326751708984, -3.150315284729004, -12.034374237060547, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.03082551434636116, -0.4091990888118744, 0.014854677021503448, 0.05134841799736023, -0.03822352737188339, 0.005999733228236437
578049, 2.532613515853882, -3.1230151653289795, -12.024070739746094, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.030879251658916473, -0.409479022026062, 0.014919462613761425, 0.051048897206783295, -0.041229262948036194, 0.006478334777057171
578060, 2.577005386352539, -3.1077864170074463, -12.029683113098145, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.030779721215367317, -0.40955260396003723, 0.01350110862404108, 0.0512751005589962, -0.042482465505599976, -0.0026829533744603395
578069, 2.6174795627593994, -3.1043193340301514, -12.02822208404541, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.03113471530377865, -0.411223441362381, 0.013383130542933941, 0.05167609453201294, -0.05730140581727028, -0.002639952814206481
578079, 2.6563518047332764, -3.1091854572296143, -12.01780891418457, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.03081621788442135, -0.4102761745452881, 0.01363953948020935, 0.051395218819379807, -0.048408959060907364, -0.00060058239614591
578089, 2.6437718868255615, -3.1150479316711426, -12.03725814819336, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.03013008087873459, -0.41042250394821167, 0.0136693911626935, 0.05698385462164879, -0.048715393990278244, 0.00023927133588586003
578100, 2.613673210144043, -3.122044324874878, -12.021044731140137, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.029879946261644363, -0.4106394350528717, 0.013719536364078522, 0.05907360836863518, -0.049858491867780685, 0.0009913144167512655
578109, 2.6128299236297607, -3.1042540073394775, -12.019098281860352, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.030088555067777634, -0.41069334745407104, 0.013300551101565361, 0.0562509261071682, -0.05039633810520172, -0.0014174903044477105
578119, 2.521958589553833, -3.130531072616577, -12.019259452819824, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.029875701293349266, -0.41146883368492126, 0.013269763439893723, 0.05878055840730667, -0.05626261979341507, -0.0009447510819882154
578129, 2.63122296333313, -3.1085808277130127, -12.017095565795898, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.030626649037003517, -0.41113168001174927, 0.013569495640695095, 0.052048489451408386, -0.05484708026051521, 0.0012685927795246243
578139, 2.6686229705810547, -3.11495041847229, -12.026350021362305, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.030458441004157066, -0.4113743305206299, 0.013638353906571865, 0.0534374974668026, -0.05666429549455643, 0.002195456065237522
578150, 2.6146984100341797, -3.142958402633667, -12.023674011230469, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.030545195564627647, -0.411660373210907, 0.013215318322181702, 0.05306302011013031, -0.058691978454589844, -0.0003620254574343562
578159, 2.560086488723755, -3.137207508087158, -12.035823822021484, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.028312454000115395, -0.4102020263671875, 0.013354852795600891, 0.06832097470760345, -0.04230136051774025, 0.0010280039859935641
578169, 2.6154654026031494, -3.097161293029785, -12.027159690856934, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.028826050460338593, -0.4107758104801178, 0.013470573350787163, 0.06386856734752655, -0.04875769093632698, 0.0020848391577601433
578179, 2.6186532974243164, -3.103602886199951, -12.02840518951416, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.02977927029132843, -0.41100013256073, 0.013732151128351688, 0.05480525270104408, -0.051754504442214966, 0.0037127258256077766
578189, 2.6158628463745117, -3.1011037826538086, -12.035351753234863, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.03037150204181671, -0.4110938310623169, 0.013949942775070667, 0.050160542130470276, -0.053391050547361374, 0.005093355197459459
578200, 2.5439445972442627, -3.140542984008789, -12.041993141174316, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.030333830043673515, -0.4109306037425995, 0.01414563786238432, 0.050202179700136185, -0.05099641904234886, 0.006132869981229305
578210, 2.5700767040252686, -3.123589038848877, -12.030823707580566, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.02903120405972004, -0.41240394115448, 0.013936868868768215, 0.06206143647432327, -0.06010255217552185, 0.005206440109759569
578219, 2.537071704864502, -3.1387622356414795, -12.0436372756958, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.030398663133382797, -0.4119611084461212, 0.014402186498045921, 0.04966592416167259, -0.05885967239737511, 0.008070697076618671
578229, 2.5467746257781982, -3.1092429161071777, -12.0520658493042, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.030304038897156715, -0.4124554395675659, 0.01449079904705286, 0.05099792033433914, -0.06109721213579178, 0.008446434512734413
578240, 2.540891170501709, -3.095233678817749, -12.057268142700195, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.029951877892017365, -0.4127497971057892, 0.015080776065587997, 0.053264230489730835, -0.06102431192994118, 0.012191986665129662
578249, 2.5301549434661865, -3.109442710876465, -12.040306091308594, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.03227865695953369, -0.41335055232048035, 0.015349121764302254, 0.035514574497938156, -0.06965742260217667, 0.013247244991362095
578260, 2.5276894569396973, -3.103126049041748, -12.028246879577637, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.030727602541446686, -0.4116789400577545, 0.015840815380215645, 0.044157907366752625, -0.05160679668188095, 0.015522119589149952
578269, 2.5138256549835205, -3.102428913116455, -12.048604965209961, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.03125403821468353, -0.41188177466392517, 0.016003120690584183, 0.0410722978413105, -0.054111938923597336, 0.015653613954782486
